Cap Fiscal Year,Cap Type,Employer (Petitioner) Name,Industry 1,Industry 2,Occupation 1,Occupation 2,Petitioner City,Petitioner State,Petitioner ZIP Code,Tax ID,Initial Approval (Workers),Continuing Approval (Workers),Total Approval,Initial Denial (Workers),Continuing Denial (Workers),Total Denial,Worksite State,Consular Processed,Hourly Wage
2021,1st Half,HOME MAINTENANCE LAWN CARE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,1162,3,0,3,0,0,0,New York,Yes,$16.00 - $17.99
2021,Supplemental,HOME PRIDE CONTRACTORS INC,23,Construction,47,Construction and Extraction Occupations,Omaha,Nebraska,68127,8598,4,0,4,0,0,0,Nebraska,Yes,$14.00 - $15.99
2021,1st Half,HOMECARE BY HPS LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Avon,Colorado,81620,5259,30,0,30,0,0,0,Colorado,Yes,$14.00 - $15.99
2021,2nd Half,HOMEFRONT S&D LLC DBA ANDY S SPRIN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Carrollton,Texas,75006,7845,44,0,44,0,0,0,Texas,Yes,$14.00 - $15.99
2021,1st Half,HONEY B HAMS OF LAKE CHARLES LLC D,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Lake Charles,Louisiana,70605,5070,5,0,5,0,0,0,Louisiana,Yes,$9.99 and under
2021,1st Half,HOOFPRINTS BLOODSTOCK LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Ocala,Florida,34482,4988,4,0,4,0,0,0,Florida,Yes,$12.00 - $13.99
2021,1st Half,HOOFPRINTS BLOODSTOCK LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Ocala,Florida,34482,4988,0,4,4,0,0,0,Florida,No,$12.00 - $13.99
2021,Supplemental,HOOGLANDS NURSEY LLC DBA HOOGLANDS,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,8234,24,0,24,0,0,0,Louisiana,Yes,$14.00 - $15.99
2021,1st Half,HOOPS LAWN & LANDSCAPING LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,6087,8,0,8,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,2nd Half,HOOPS LAWN AND LANDSCAPING LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,6087,8,0,8,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,Supplemental,HOOSIER COMPANIES LLC DBA HOOSIER,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westfield,Indiana,46074,8380,5,0,5,0,0,0,Indiana,Yes,$14.00 - $15.99
2021,Exempt,HORIZON FORESTRY LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Orange,Virginia,22960,5103,0,94,94,0,0,0,Maine,No,$14.00 - $15.99
2021,Supplemental,HORIZON FORESTRY LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Central Point,Oregon,97502,1023,56,0,56,0,0,0,Oregon,Yes,$14.00 - $15.99
2021,Supplemental,HORIZON LANDSCAPE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Hartland,Michigan,48353,4374,6,0,6,0,0,0,Michigan,Yes,$14.00 - $15.99
2021,Supplemental,HORIZON LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Denver,Colorado,80231,9211,14,0,14,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,Supplemental,HORIZON LAWN AND LANDSCAPE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Cypress,Texas,77433,9196,16,0,16,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Supplemental,HORIZON ROOFING INC,23,Construction,47,Construction and Extraction Occupations,Basalt,Colorado,81621,9590,4,0,4,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,Supplemental,HORNSBY LANDSCAPING UNLIMITED INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lake Arthur,Louisiana,70549,8864,15,0,15,0,0,0,Louisiana,Yes,$14.00 - $15.99
2021,1st Half,HORSESHOE K RANCH & GUN CLUB INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Kimball,South Dakota,57355,3624,5,0,5,0,0,0,South Dakota,Yes,$10.00 - $11.99
2021,2nd Half,HORTICARE LANDSCAPE MGT CO INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Little Rock,Arkansas,72214,3388,12,0,12,0,0,0,Arkansas,Yes,$12.00 - $13.99
2021,Supplemental,HORTON HORTICULTURE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,San Antonio,Texas,78209,6779,22,0,22,0,0,0,Texas,Yes,$14.00 - $15.99
2021,2nd Half,HOSPITALITY SERVICE GROUP LLC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Glen Allen,Virginia,23059,5008,25,0,25,0,0,0,South Carolina,Yes,$10.00 - $11.99
2021,Supplemental,HOT SPRINGS COUNTRY CLUB,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Hot Springs,Arkansas,71901,4225,10,0,10,0,0,0,Arkansas,Yes,$10.00 - $11.99
2021,Supplemental,HOTEL EQUITIES GRP LLC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Fort Walton Beach,Florida,32548,8961,55,0,55,0,0,0,Florida,Yes,$10.00 - $11.99
2021,Exempt,HOTEL PROVIDERS INC DBA MARGARITAV,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Key West,Florida,33040,1360,0,5,5,0,0,0,Florida,No,$16.00 - $17.99
2021,1st Half,HOTEL PROVIDERS INC DBA MARGARITAV,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Key West,Florida,33040,1360,5,0,5,0,0,0,Florida,Yes,$16.00 - $17.99
2021,Exempt,HOTEL PROVIDERS INC DBA OPAL KEY,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Key West,Florida,33040,1360,12,0,12,0,0,0,Florida,No,$12.00 - $13.99
2021,1st Half,HOTEL PROVIDERS INC DBA OPAL KEY,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Key West,Florida,33040,1360,5,0,5,0,0,0,Florida,Yes,$12.00 - $13.99
2021,1st Half,HOTEL PROVIDERS INC DBA OPAL KEY,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Key West,Florida,33040,1360,17,0,17,0,0,0,Florida,Yes,$12.00 - $13.99
2021,2nd Half,HOUGHTON ENTERPRISES INC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Cochranville,Pennsylvania,19330,330,15,0,15,0,0,0,Pennsylvania,Yes,$9.99 and under
2021,Exempt,HOUND EARS CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Boone,North Carolina,28607,2808,0,1,1,0,0,0,North Carolina,No,$18.00 - $19.99
2021,Supplemental,HOUSE PASTURE CATTLE COMPANY LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Concan,Texas,78838,4568,8,0,8,0,0,0,Texas,Yes,$10.00 - $11.99
2021,2nd Half,HOUSKA INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Foristell,Missouri,63348,3594,13,0,13,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,1st Half,HOUSTON OAKS VENTURE LP,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Hockley,Texas,77447,5877,2,0,2,0,0,0,Texas,No,$10.00 - $11.99
2021,1st Half,HOWARD HOSPITALITY LLC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Miramar Beach,Florida,32550,2852,25,0,25,0,0,0,Florida,Yes,$10.00 - $11.99
2021,Supplemental,HOWARD RACING LLC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Kearneysville,West Virginia,25430,544,5,0,5,0,0,0,Maryland,Yes,$12.00 - $13.99
2021,2nd Half,HOWDY HOSPITALITY LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,2532,4,0,4,0,0,0,Maine,Yes,$12.00 - $13.99
2021,2nd Half,HOWDY HOSPITALITY LLC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,2532,10,0,10,0,0,0,Maine,Yes,$12.00 - $13.99
2021,Exempt,HOWDY HOSPITALITY LLC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,2532,6,0,6,0,0,0,Maine,No,$12.00 - $13.99
2021,Exempt,HOWDY HOSPITALITY LLC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,2532,2,0,2,0,0,0,Maine,No,$16.00 - $17.99
2021,2nd Half,HRC INCORPORATED,23,Construction,47,Construction and Extraction Occupations,Lovingston,Virginia,22949,4505,9,0,9,0,0,0,Virginia,Yes,$14.00 - $15.99
2021,1st Half,HRC INCORPORATED,23,Construction,47,Construction and Extraction Occupations,Lovingston,Virginia,22949,4505,9,0,9,0,0,0,Virginia,Yes,$12.00 - $13.99
2021,2nd Half,HUB CONSTRUCTION INC,23,Construction,47,Construction and Extraction Occupations,Boswell,Oklahoma,74727,4172,18,0,18,0,0,0,Oklahoma,Yes,$14.00 - $15.99
2021,Supplemental,HUDSON VALLEY PARTY RENTALS INC,53,Real Estate and Rental and Leasing,35,Food Preparation and Serving Related Occupations,Red Hook,New York,12571,2955,8,0,8,0,0,0,New York,Yes,$12.00 - $13.99
2021,1st Half,HUFF AND PUFF TRUCKING INC,48-49,Transportation and Warehousing,49,"Installation, Maintenance, and Repair Occupations",Charlotte,Tennessee,37036,3392,3,0,3,0,0,0,Tennessee,No,$12.00 - $13.99
2021,1st Half,HUFF AND PUFF TRUCKING INC,48-49,Transportation and Warehousing,49,"Installation, Maintenance, and Repair Occupations",Charlotte,Tennessee,37036,3392,4,0,4,0,0,0,Tennessee,Yes,$12.00 - $13.99
2021,Exempt,HUFF HOUSE LC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,6478,4,0,4,0,0,0,Wyoming,Yes,$12.00 - $13.99
2021,Supplemental,HUFF HOUSE LC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,6478,1,0,1,0,0,0,Wyoming,Yes,$12.00 - $13.99
2021,1st Half,HUFF HOUSE LC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Jackson,Wyoming,83001,6478,5,0,5,0,0,0,Wyoming,Yes,$12.00 - $13.99
2021,Supplemental,HUGHES LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Parker,Colorado,80138,4060,7,0,7,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,2nd Half,HUGHES LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Parker,Colorado,80138,4060,17,0,17,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,Exempt,HUGO REFORESTATION INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Chehalis,Washington,98532,4194,0,38,38,0,0,0,Washington,No,$12.00 - $13.99
2021,Supplemental,HUGO REFORESTATION INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Chehalis,Washington,98532,4194,22,0,22,0,0,0,Washington,Yes,$12.00 - $13.99
2021,Supplemental,HUMMELS LANDSCAPE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Amherst,Virginia,24521,4600,10,0,10,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2021,Supplemental,HUNT CONSTRUCTION CO INC,23,Construction,47,Construction and Extraction Occupations,Alburnett,Iowa,52202,7152,2,0,2,0,0,0,Iowa,Yes,$20.00 and more
2021,2nd Half,HUNTER LANDSCAPE COMPANY,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lucas,Texas,75002,5598,7,0,7,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Supplemental,HURB LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Albany,New York,12205,9783,4,0,4,0,0,0,New York,Yes,$16.00 - $17.99
2021,Exempt,HURON LAWN SERVICE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Ann Arbor,Michigan,48103,585,5,0,5,0,0,0,Michigan,Yes,$14.00 - $15.99
2021,1st Half,HURON LAWNS SVC INC DBA GREAT OUTD,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Ann Arbor,Michigan,48103,585,6,0,6,0,0,0,Michigan,Yes,$14.00 - $15.99
2021,2nd Half,HUSKIE Z LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Bluffdale,Utah,84065,3086,35,0,35,0,0,0,Utah,Yes,$14.00 - $15.99
2021,1st Half,HUSKIE Z PROPERTIES LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Riverton,Utah,84065,7448,10,0,10,0,0,0,Utah,Yes,$14.00 - $15.99
2021,Supplemental,HUTCHISON LANDSCAPE SERVICES,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,622,3,0,3,0,0,0,New York,Yes,$16.00 - $17.99
2021,Supplemental,HV LLC DBA CIRCO HERMANOS VAZQUEZ,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Donna,Texas,78537,9842,20,0,20,0,0,0,Texas,Yes,$9.99 and under
2021,Exempt,HYANNISPORT CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Hyannis Port,Massachusetts,2647,5810,0,8,8,0,0,0,Massachusetts,No,$16.00 - $17.99
2021,Exempt,HYATT CORPORATION,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Vail,Colorado,81657,9123,0,35,35,0,0,0,Colorado,No,$14.00 - $15.99
2021,Exempt,HYATT CORPORATION,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Chicago,Illinois,60606,9123,0,6,6,0,0,0,Colorado,No,$16.00 - $17.99
2021,1st Half,HYATT CORPORATION,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Vail,Colorado,81657,9123,19,0,19,0,0,0,Colorado,Yes,$14.00 - $15.99
2021,1st Half,HYATT CORPORATION,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Vail,Colorado,81657,9123,11,0,11,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,1st Half,HYATT CORPORATION,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Vail,Colorado,81657,9123,30,0,30,0,0,0,Colorado,Yes,$14.00 - $15.99
2021,Exempt,HYATT CORPORATION,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Vail,Colorado,81657,9123,0,18,18,0,0,0,Colorado,No,$14.00 - $15.99
2021,2nd Half,HYDE PARK GOLF AND COUNTRY CLUB,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Cincinnati,Ohio,45208,7780,10,0,10,0,0,0,Ohio,Yes,$14.00 - $15.99
2021,2nd Half,HYDE PARK LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Cincinnati,Ohio,45226,9598,15,0,15,0,0,0,Ohio,Yes,$14.00 - $15.99
2021,Supplemental,HYDRO-SCAPES LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Baton Rouge,Louisiana,70817,8533,8,0,8,0,0,0,Louisiana,Yes,$14.00 - $15.99
2021,2nd Half,HYDRO-TECH IRRIGATION COMPANY,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,8980,20,0,20,0,0,0,Virginia,Yes,$16.00 - $17.99
2021,Supplemental,HYDROSCAPES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Glen Allen,Virginia,23059,7025,7,0,7,0,0,0,Pennsylvania,Yes,$16.00 - $17.99
2021,2nd Half,HYLIFE FOODS WINDOM LLC,31-33,Manufacturing,51,Production Occupations,Windom,Minnesota,56101,5391,241,0,241,0,0,0,Minnesota,Yes,$16.00 - $17.99
2021,Supplemental,I AND G PROPERTIES LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,335,9,0,9,0,0,0,Illinois,Yes,$14.00 - $15.99
2021,Exempt,IAN CORPORATION,N/A,,N/A,,Barrigada,Guam,96921,8628,0,55,55,0,0,0,N/A,No,N/A
2021,Exempt,IAN CORPORATION,N/A,,N/A,,Barrigada,Guam,96921,8628,48,0,48,0,0,0,N/A,Yes,N/A
2021,Supplemental,IANIRO LANDSCAPING INC DBA IANIRO,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Chesterland,Ohio,44026,9605,15,0,15,0,0,0,Ohio,Yes,$16.00 - $17.99
2021,2nd Half,IB REFORESTATION LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Central Point,Oregon,97502,5604,30,0,30,0,0,0,Oregon,Yes,$12.00 - $13.99
2021,1st Half,IBIS GOLF & COUNTRY CLUB INC D/B/A,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,West Palm Beach,Florida,33412,966,45,0,45,0,0,0,Florida,Yes,$12.00 - $13.99
2021,Exempt,IBIS GOLF & COUNTRY CLUB INC D/B/A,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,West Palm Beach,Florida,33412,966,0,1,1,0,0,0,Florida,No,$12.00 - $13.99
2021,Exempt,IBIS GOLF & COUNTRY CLUB INC D/B/A,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,West Palm Beach,Florida,33412,966,0,4,4,0,0,0,Florida,No,$18.00 - $19.99
2021,2nd Half,IC MYRTLE BEACH OPS LLC DBA DOUBLE,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Myrtle Beach,South Carolina,29577,9662,12,0,12,0,0,0,South Carolina,Yes,$10.00 - $11.99
2021,1st Half,ICE EX MANAGEMENT LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,4881,9,0,9,0,0,0,Pennsylvania,Yes,$12.00 - $13.99
2021,1st Half,ICICLE SEAFOODS INC,31-33,Manufacturing,51,Production Occupations,Seattle,Washington,98119,2180,199,0,199,0,0,0,Alaska,Yes,$12.00 - $13.99
2021,Exempt,ICICLE SEAFOODS INC,31-33,Manufacturing,51,Production Occupations,Seattle,Washington,98119,2180,0,1,1,0,0,0,Alaska,No,$14.00 - $15.99
2021,Exempt,ICICLE SEAFOODS INC,31-33,Manufacturing,51,Production Occupations,Seattle,Washington,98119,2180,10,0,10,0,0,0,Alaska,Yes,$18.00 - $19.99
2021,Exempt,ICICLE SEAFOODS INC,31-33,Manufacturing,51,Production Occupations,Seattle,Washington,98199,2180,0,7,7,0,0,0,Alaska,No,$18.00 - $19.99
2021,2nd Half,IDAHO LANDCARE CO INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Nampa,Idaho,83653,7129,16,0,16,0,0,0,Idaho,Yes,$14.00 - $15.99
2021,2nd Half,IDAHO LANDCARE CO INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Nampa,Idaho,83653,7129,4,0,4,0,0,0,Utah,Yes,$14.00 - $15.99
2021,1st Half,IGLOO PRODUCTS CORP,31-33,Manufacturing,51,Production Occupations,Katy,Texas,77494,4772,158,0,158,0,0,0,Texas,Yes,$14.00 - $15.99
2021,1st Half,ILEANA Y LILI,31-33,Manufacturing,45,"Farming, Fishing, and Forestry Occupations",Valdosta,Georgia,31606,5518,3,0,3,0,0,0,Florida,Yes,$12.00 - $13.99
2021,1st Half,ILLUMINATION DESIGN LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Provo,Utah,84604,5765,56,0,56,0,0,0,Utah,Yes,N/A
2021,1st Half,ILLUMINATION DESIGN LLC,23,Construction,53,Transportation and Material Moving Occupations,Provo,Utah,84604,5765,63,0,63,0,0,0,Utah,No,$14.00 - $15.99
2021,1st Half,ILLUMINATION DESIGN LLC,23,Construction,53,Transportation and Material Moving Occupations,Provo,Utah,84604,5765,67,0,67,0,0,0,Utah,Yes,$14.00 - $15.99
2021,2nd Half,ILLUMINATION DESIGN LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Provo,Utah,84604,5765,60,0,60,0,0,0,Utah,Yes,$12.00 - $13.99
2021,2nd Half,IMAGESCAPES INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Norcross,Georgia,30071,6329,35,0,35,0,0,0,Georgia,Yes,$14.00 - $15.99
2021,2nd Half,IMAGESCAPES TWO INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Norcross,Georgia,30071,1677,10,0,10,0,0,0,Georgia,Yes,$14.00 - $15.99
2021,2nd Half,IMPACT GROUNDS MAINTENANCE & DESIG,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,6218,24,0,24,0,0,0,Ohio,Yes,$16.00 - $17.99
2021,Exempt,IMPACT IRRIGATION SOLUTIONS,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Chester Heights,Pennsylvania,19017,8606,0,4,4,0,0,0,Pennsylvania,No,$16.00 - $17.99
2021,1st Half,IMPACT IRRIGATION SOLUTIONS,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Chester Heights,Pennsylvania,19017,8606,15,0,15,0,0,0,Pennsylvania,Yes,$16.00 - $17.99
2021,1st Half,IMPERIAL FORESTRY INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Central Point,Oregon,97502,1809,130,0,130,0,0,0,Oregon,Yes,$12.00 - $13.99
2021,1st Half,IMPERIAL GOLF CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Naples,Florida,34110,5712,6,0,6,0,0,0,Florida,Yes,$14.00 - $15.99
2021,1st Half,IMPERIAL GOLF CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Naples,Florida,34110,5712,5,0,5,0,0,0,Florida,Yes,$16.00 - $17.99
2021,Exempt,IMPERIAL GOLF CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Naples,Florida,34110,5712,0,1,1,0,0,0,Florida,No,$14.00 - $15.99
2021,Exempt,IMPERIAL GOLF CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Naples,Florida,34110,5712,0,2,2,0,0,0,Florida,No,$16.00 - $17.99
2021,Supplemental,IMPERIAL LAWN CARE AND PROPERTY SE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Tannersville,New York,12485,8518,2,0,2,0,0,0,New York,Yes,$14.00 - $15.99
2021,Supplemental,IMPULLITTI LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,1524,13,0,13,0,0,0,Ohio,Yes,$16.00 - $17.99
2021,Exempt,INCH S LANDSCAPING LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,York,Pennsylvania,17404,3147,15,0,15,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2021,2nd Half,INCHES NURSERY INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Coraopolis,Pennsylvania,15108,627,12,0,12,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2021,1st Half,INCH S LANDSCAPING LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,York,Pennsylvania,17404,3147,15,0,15,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2021,2nd Half,INDUSTRIAL ROOFING-CONSTRUCTION,23,Construction,47,Construction and Extraction Occupations,Sterlington,Louisiana,71280,3376,20,0,20,0,0,0,Louisiana,Yes,$20.00 and more
2021,Supplemental,INFINITY LANDSCAPE & ASSOCIATES IN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Southampton,New York,11968,9482,7,0,7,0,0,0,New York,Yes,$16.00 - $17.99
2021,Exempt,INFRATECH INTL LLC,N/A,,N/A,,Barrigada,Guam,96913,6947,26,0,26,0,0,0,N/A,Yes,N/A
2021,2nd Half,INGLE & SON LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,8084,18,0,18,0,0,0,North Carolina,Yes,$12.00 - $13.99
2021,Supplemental,INLAND LAKES RENTAL INC,53,Real Estate and Rental and Leasing,53,Transportation and Material Moving Occupations,Indian River,Michigan,49749,,3,0,3,0,0,0,Michigan,Yes,$14.00 - $15.99
2021,Supplemental,INLOWS DRIVE-IN LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Hollidaysburg,Pennsylvania,16648,9780,10,0,10,0,0,0,Pennsylvania,Yes,$9.99 and under
2021,2nd Half,INN AT SUNRISE POINT LLC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lincolnville,Maine,4849,3657,2,0,2,0,0,0,Maine,Yes,$12.00 - $13.99
2021,2nd Half,INN ON MACKINAC INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Mackinac Island,Michigan,49757,3950,9,0,9,0,0,0,Michigan,Yes,$12.00 - $13.99
2021,Exempt,INN ON MACKINAC INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Mackinac Island,Michigan,49757,3950,0,6,6,0,0,0,Michigan,No,$12.00 - $13.99
2021,Exempt,INNERS AMUSEMENT CO INC DBA MAJEST,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,York,Pennsylvania,17402,732,1,0,1,0,0,0,Pennsylvania,No,$10.00 - $11.99
2021,Supplemental,INNERS AMUSEMENT CO INC DBA MAJEST,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,York,Pennsylvania,17402,732,44,0,44,0,0,0,Pennsylvania,Yes,$10.00 - $11.99
2021,Supplemental,INNOVATIVE DESIGN LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Englewood,Colorado,80110,6317,9,0,9,0,0,0,Colorado,Yes,$18.00 - $19.99
2021,Supplemental,INNSITE INC DBA BAY VIEW B & B,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Mackinac Island,Michigan,49757,8181,6,0,6,0,0,0,New York,Yes,$16.00 - $17.99
